url_pos	chrom	start	end	CF	edgeR.logFC	minlog10pval	medlog10pval	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:17767001-17769200	chr11	17768001	17768200	1	-1.2204681398586734	5.76666852240631	5.76666852240631	Intron (uc001mnk.4/3746, intron 1 of 1)	chr11	17757495	17799377	41883	+	uc001mnk.4	10506	ENSG00000129159	KCNC1	potassium channel, voltage gated Shaw related subfamily C, member 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:42330401-42332600	chr11	42331401	42331600	2	-1.7369588780970246	5.7083588101089155	5.7083588101089155	Distal Intergenic	chr11	42209293	42275240	65948	-	uc021qgh.1	-56161	NA	LOC100507205	uncharacterized LOC100507205	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:47453801-47456000	chr11	47454801	47455000	3	-1.4079044927429907	5.670322931187301	5.670322931187301	Distal Intergenic	chr11	47440320	47448024	7705	-	uc001nfh.2	-6777	ENSG00000165916	PSMC3	proteasome 26S subunit, ATPase 3	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:56174001-56176200	chr11	56175001	56175200	2	-1.9242195584659236	6.8383241730606334	6.8383241730606334	Intron (uc001nit.2/504189, intron 1 of 1)	chr11	56184734	56185708	975	-	uc010rji.2	10508	ENSG00000174942	OR5R1	olfactory receptor, family 5, subfamily R, member 1 (gene/pseudogene)	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:57107801-57110000	chr11	57108801	57109000	2	-1.359930971932149	5.916129210275272	5.916129210275272	Intron (uc001nju.3/5024, intron 1 of 11)	chr11	57105841	57137549	31709	+	uc001nju.3	2960	ENSG00000109991	P2RX3	purinergic receptor P2X, ligand gated ion channel, 3	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:61387001-61389200	chr11	61388001	61388200	1	-1.6716723173175558	6.382315045225856	6.382315045225856	Intron (uc001nrz.1/113157, intron 1 of 4)	chr11	61382508	61406921	24414	+	uc001nrz.1	5493	ENSG00000243742	RPLP0P2	ribosomal protein, large, P0 pseudogene 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:61440001-61442200	chr11	61441001	61441200	3	-1.7005441638526209	7.145283272438173	7.145283272438173	Distal Intergenic	chr11	61447905	61514474	66570	+	uc001nsa.3	-6705	ENSG00000134780	DAGLA	diacylglycerol lipase, alpha	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:61486601-61489000	chr11	61487601	61488000	11	-2.052023960657544	7.048174577654436	6.035285755045908	5' UTR	chr11	61520121	61555989	35869	+	uc001nsc.1	-32121	ENSG00000124920	MYRF	myelin regulatory factor	1	0	0	1	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:61529801-61532000	chr11	61530801	61531000	2	-2.459080067298362	7.8616830094811165	7.8616830094811165	Intron (uc001nsc.1/745, intron 1 of 26)	chr11	61521501	61525136	3636	-	uc001nsd.3	-5665	ENSG00000124915	DKFZP434K028	uncharacterized LOC26070	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62247601-62250000	chr11	62248601	62249000	7	-1.7761334349572266	7.691956788539239	6.81601674013013	Intron (uc001ntk.2/79026, intron 1 of 5)	chr11	62186507	62190678	4172	+	uc001ntj.3	62094	ENSG00000149021	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62269401-62271600	chr11	62270401	62270600	3	-1.7990840576432114	7.116996281607839	7.116996281607839	Intron (uc001ntk.2/79026, intron 2 of 5)	chr11	62201014	62314332	113319	-	uc001ntk.2	43732	ENSG00000124942	AHNAK	AHNAK nucleoprotein	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62378601-62380800	chr11	62379601	62379800	12	-1.260153472281578	6.006127597697632	6.006127597697632	Promoter	chr11	62369691	62379853	10163	-	uc001ntt.1	53	ENSG00000149499	EML3	echinoderm microtubule associated protein like 3	1	0	1	1	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62971401-62973600	chr11	62972401	62972600	1	-2.1941198522502865	6.067306116707918	6.067306116707918	Intron (uc010rmo.1/387775, intron 2 of 9)	chr11	62931296	62997124	65829	-	uc001nwr.1	24524	ENSG00000196600	SLC22A25	solute carrier family 22, member 25	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:63602001-63604200	chr11	63603001	63603200	3	-1.2898780845372522	6.095271796464337	6.095271796464337	Distal Intergenic	chr11	63606400	63678492	72093	+	uc001nxv.4	-3200	ENSG00000072518	MARK2	MAP/microtubule affinity-regulating kinase 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:63879001-63881200	chr11	63880001	63880200	3	-1.4622972120956046	7.789445892671637	7.789445892671637	Intron (uc001nyi.1/23769, intron 1 of 1)	chr11	63871362	63886645	15284	+	uc001nyi.1	8639	ENSG00000126500	FLRT1	fibronectin leucine rich transmembrane protein 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:64123401-64125600	chr11	64124401	64124600	5	-1.3936319275537175	5.847542856926018	5.847542856926018	3' UTR	chr11	64126625	64139687	13063	+	uc001oad.3	-2025	ENSG00000162302	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4	1	0	0	0	1	1	1	1	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:64399801-64402200	chr11	64400801	64401200	5	-1.2481309972268235	6.076930500533135	6.0445335930950925	Intron (uc001oap.3/9379, intron 5 of 6)	chr11	64373646	64391468	17823	-	uc001oao.3	-9333	ENSG00000110076	NRXN2	neurexin 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:64976201-64978400	chr11	64977201	64977400	8	-1.6434929904629652	5.824121224013982	5.824121224013982	Exon (uc009yqd.2/823, exon 18 of 22)	chr11	64981311	64993511	12201	+	uc021qlg.1	-3911	NA	SLC22A20	solute carrier family 22, member 20	1	0	0	0	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:65090201-65092400	chr11	65091201	65091400	7	-1.247378323549207	6.440255002111066	6.440255002111066	Downstream (1-2kb)	chr11	65082289	65089900	7612	+	uc001odl.3	8912	ENSG00000149798	CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2	0	1	0	0	0	0	0	1	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:65165801-65168000	chr11	65166801	65167000	6	-1.186131786398897	6.038778914945524	6.038778914945524	Intron (uc001odu.4/83786, intron 7 of 10)	chr11	65154041	65180995	26955	+	uc001odu.4	12760	ENSG00000126391	FRMD8	FERM domain containing 8	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:65557401-65559800	chr11	65558401	65558800	12	-1.790003776063108	6.741110049753205	6.65512055565528	Intron (uc001ofp.3/5017, intron 1 of 3)	chr11	65561180	65564690	3511	+	uc001ofq.3	-2380	ENSG00000172818	OVOL1	ovo-like zinc finger 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:66190801-66193000	chr11	66191801	66192000	1	-1.2594043178992846	5.828840695148505	5.828840695148505	Exon (uc001ohx.1/266743, exon 7 of 8)	chr11	66188475	66194177	5703	+	uc001ohx.1	3326	ENSG00000174576	NPAS4	neuronal PAS domain protein 4	1	0	0	0	0	1	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:66320201-66322400	chr11	66321201	66321400	5	-1.7872332440827607	6.460164005714435	6.460164005714435	Intron (uc031qbp.1/89, intron 3 of 21)	chr11	66314312	66330799	16488	+	uc021qlz.2	6889	ENSG00000248746	ACTN3	actinin, alpha 3 (gene/pseudogene)	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:66835001-66837200	chr11	66836001	66836200	6	-1.3893490966050441	6.255338691875905	6.255338691875905	Intron (uc001ojv.3/29984, intron 3 of 4)	chr11	66824289	66839488	15200	+	uc001ojv.3	11712	ENSG00000173156	RHOD	ras homolog family member D	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:67078001-67080200	chr11	67079001	67079200	3	-1.7698242803766346	6.02181248872824	6.02181248872824	Exon (uc001okj.3/54961, exon 14 of 14)	chr11	67085310	67159158	73849	+	uc010rpo.1	-6110	NA	LOC100130987	uncharacterized LOC100130987	1	0	0	0	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:67332601-67334800	chr11	67333601	67333800	3	-2.2274385533731222	5.778928793021137	5.778928793021137	Distal Intergenic	chr11	67351066	67354124	3059	+	uc001omf.3	-17266	ENSG00000084207	GSTP1	glutathione S-transferase pi 1	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:68049601-68051800	chr11	68050601	68050800	7	-1.2215147008222544	5.775943630020658	5.775943630020658	Distal Intergenic	chr11	68028803	68039469	10667	-	uc001onr.4	-11132	ENSG00000171067	C11orf24	chromosome 11 open reading frame 24	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:68113201-68115600	chr11	68114201	68114600	7	-1.367374979160758	6.36616753820797	6.167618187914449	Intron (uc001ont.3/4041, intron 1 of 22)	chr11	68080108	68216743	136636	+	uc001ont.3	34093	ENSG00000162337	LRP5	low density lipoprotein receptor-related protein 5	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:68332601-68334800	chr11	68333601	68333800	2	-1.717671564901494	6.335638557843438	6.335638557843438	Intron (uc001onu.3/55291, intron 10 of 22)	chr11	68326034	68382801	56768	+	uc010rqd.2	7567	ENSG00000110075	PPP6R3	protein phosphatase 6, regulatory subunit 3	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:68800401-68802600	chr11	68801401	68801600	3	-1.430063859682073	5.874918012188784	5.874918012188784	Distal Intergenic	chr11	68816350	68846261	29912	+	uc009ysk.1	-14750	ENSG00000162341	TPCN2	two pore segment channel 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:71039001-71041200	chr11	71040001	71040200	2	-2.412997476848466	6.394887456130139	6.394887456130139	Distal Intergenic	chr11	71116792	71134400	17609	-	uc001oqj.2	94200	ENSG00000172900	FLJ42102	uncharacterized LOC399923	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:71804001-71806200	chr11	71805001	71805200	7	-2.1286358974767405	5.888085729573559	5.888085729573559	Intron (uc001orr.3/220074, intron 4 of 5)	chr11	71808338	71814433	6096	-	uc001ort.3	9233	ENSG00000149357	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:71893801-71896000	chr11	71894801	71895000	2	-2.21457228099062	5.676069639848223	5.676069639848223	Distal Intergenic	chr11	71900602	71907367	6766	+	uc001orz.2	-5602	ENSG00000110195	FOLR1	folate receptor 1 (adult)	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:72521001-72523400	chr11	72522001	72522400	7	-1.9330198301960029	8.251806995208463	7.46082862246532	Distal Intergenic	chr11	72525451	72530043	4593	+	uc001otc.1	-3051	ENSG00000168010	ATG16L2	autophagy related 16-like 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:72571601-72573800	chr11	72572601	72572800	6	-2.8001613967140897	6.105868247191389	6.105868247191389	Intron (uc001oth.4/9873, intron 7 of 18)	chr11	72525451	72530043	4593	+	uc001otc.1	47150	ENSG00000168010	ATG16L2	autophagy related 16-like 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:73098801-73101000	chr11	73099801	73100000	7	-1.4644049767978085	6.734329858217988	6.734329858217988	Intron (uc001otv.3/84957, intron 1 of 10)	chr11	73101800	73103529	1730	+	uc009yto.1	-1800	ENSG00000054967	RELT	RELT tumor necrosis factor receptor	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:73363201-73365400	chr11	73364201	73364400	2	-1.670402719538832	6.374314286394641	6.374314286394641	Intron (uc001oua.3/58473, intron 5 of 7)	chr11	73363485	73373864	10380	+	uc031qco.1	716	ENSG00000021300	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:75123201-75125400	chr11	75124201	75124400	5	-2.4307613411355313	6.840317025110308	6.840317025110308	Intron (uc031qcu.1/6188, intron 6 of 6)	chr11	75115465	75115610	146	+	uc001owl.1	8736	ENSG00000207445	SNORD15B	small nucleolar RNA, C/D box 15B	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:75762201-75764400	chr11	75763201	75763400	1	-1.5484520865062388	7.213132796561708	7.213132796561708	Intron (uc001oxc.3/7405, intron 12 of 14)	chr11	75826944	75855282	28339	+	uc010rry.2	-63544	ENSG00000198382	UVRAG	UV radiation resistance associated	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:76392201-76394400	chr11	76393201	76393400	2	-1.4433091478366429	6.055732901037559	6.055732901037559	Intron (uc001oxs.4/390226, intron 1 of 20)	chr11	76368568	76381791	13224	-	uc001oxr.4	-11410	ENSG00000137507	LRRC32	leucine rich repeat containing 32	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:76671001-76673200	chr11	76672001	76672200	1	-1.3183261416158107	6.412790629987043	6.412790629987043	Intron (uc010rsg.1/55331, intron 4 of 8)	chr11	76745435	76753005	7571	+	uc021qnp.1	-73235	ENSG00000198488	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:82328801-82331000	chr11	82329801	82330000	1	-2.914852488101922	6.560049512626807	6.560049512626807	Distal Intergenic	chr11	82443046	82444906	1861	-	uc001ozp.3	114906	ENSG00000182103	FAM181B	family with sequence similarity 181, member B	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:82794201-82796400	chr11	82795201	82795400	5	-2.66606815788113	6.73601385033024	6.73601385033024	Distal Intergenic	chr11	82783108	82784754	1647	+	uc001ozw.3	12093	ENSG00000246067	RAB30-AS1	RAB30 antisense RNA 1 (head to head)	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:92704801-92707000	chr11	92705801	92706000	3	-1.53080773258506	6.365520143312559	6.365520143312559	Intron (uc001pdk.1/4544, intron 1 of 1)	chr11	92702789	92715948	13160	+	uc001pdk.1	3012	ENSG00000134640	MTNR1B	melatonin receptor 1B	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:93516001-93518200	chr11	93517001	93517200	8	-2.463895073590789	7.738694765594307	7.738694765594307	Promoter	chr11	93517405	93522962	5558	+	uc001pel.2	-205	ENSG00000042429	MED17	mediator complex subunit 17	0	1	1	0	0	0	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:94397801-94400000	chr11	94398801	94399000	1	-1.9235888727710313	5.825500856970162	5.825500856970162	Distal Intergenic	chr11	94300474	94354587	54114	+	uc001pfa.3	98327	ENSG00000134627	PIWIL4	piwi-like RNA-mediated gene silencing 4	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:99608401-99610600	chr11	99609401	99609600	1	-1.818083823561573	6.168004352763289	6.168004352763289	Intron (uc009ywv.2/53942, intron 3 of 15)	chr11	99426876	100229616	802741	+	uc021qpc.1	182525	ENSG00000149972	CNTN5	contactin 5	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:102187201-102189400	chr11	102188201	102188400	16	-1.3305161014324414	5.733477286178484	5.733477286178484	Promoter	chr11	102188181	102210135	21955	+	uc001pgx.3	20	ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	1	0	1	1	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:102530201-102532600	chr11	102531201	102531600	13	-2.556781286061258	6.598599644837953	6.44171252003891	Distal Intergenic	chr11	102447566	102496063	48498	-	uc001phc.3	-35138	ENSG00000137674	MMP20	matrix metallopeptidase 20	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:102770601-102773000	chr11	102771601	102772000	3	-3.5783761738139033	7.147387773933544	6.084946757164758	Distal Intergenic	chr11	102733464	102745764	12301	-	uc001phk.3	-25837	ENSG00000262406	MMP12	matrix metallopeptidase 12	0	1	0	0	0	0	0	0	1
