url	chrom	start	end	CF	edgeR.logFC	minlog10pval	medlog10pval	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:79844801-79847400	chr2	79845801	79846400	10	-2.877748492027557	11.698920521350086	10.423153211879047	Intron (uc010yse.2/1496, intron 5 of 21)	chr2	79876420	79876485	66	R	uc021vjs.1	30085	ENSG00000266436	MIR4264	microRNA 4264	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr1:95656401-95659000	chr1	95657401	95658000	12	-3.0187198832333304	10.70048757993415	10.02468124446185	3' UTR	chr1	95699711	95710509	10799	F	uc009wdt.3	-41711	ENSG00000271092	TMEM56-RWDD3	TMEM56-RWDD3 readthrough	1	0	0	0	1	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:20422601-20425200	chr19	20423601	20424200	27	-2.57551978672616	10.685286807008215	9.697862825304435	Distal Intergenic	chr19	20510081	20510163	83	R	uc021urm.1	85963	ENSG00000238517	MIR1270	microRNA 1270	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:53619401-53621800	chr19	53620401	53620800	11	-3.0945181424647616	9.868585161475535	9.688158571085673	Intron (uc002qau.3/55786, intron 3 of 4)	chr19	53569867	53606687	36821	R	uc002qaq.4	-13714	ENSG00000170949	ZNF160	zinc finger protein 160	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr6:93619801-93622200	chr6	93620801	93621200	8	-2.4843129654917537	10.430911631469828	9.666021437954722	Distal Intergenic	chr6	93949740	94129300	179561	R	uc003poe.3	508100	ENSG00000135333	EPHA7	EPH receptor A7	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:76211001-76213400	chr2	76212001	76212400	8	-3.3450940994949088	10.231446596758188	9.656700665767007	Distal Intergenic	chr2	75889832	75938111	48280	R	uc002sno.3	-273890	ENSG00000005436	GCFC2	GC-rich sequence DNA-binding factor 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr5:83191601-83194200	chr5	83192601	83193200	11	-3.150993274935145	11.149125819699837	9.608905020739934	Distal Intergenic	chr5	82934017	83016896	82880	R	uc003kin.3	-175705	ENSG00000145681	HAPLN1	hyaluronan and proteoglycan link protein 1	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:36052201-36054600	chr2	36053201	36053600	9	-3.7357358298189496	9.995175621049995	9.55461124180756	Distal Intergenic	chr2	36581892	36582713	822	R	uc021vfw.1	529113	NA	LOC100288911	uncharacterized LOC100288911	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:97982401-97985000	chr11	97983401	97984000	11	-2.8167123041164737	12.003238749554583	9.526702137204948	Distal Intergenic	chr11	98891706	100096179	1204474	F	uc009ywv.2	-907706	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:97359601-97362200	chr11	97360601	97361200	11	-2.754883998977329	9.698035335697572	9.504209111569503	Distal Intergenic	chr11	96176446	96240041	63596	R	uc031qdh.1	-1120560	NA	JRKL-AS1	JRKL antisense RNA 1	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:98081001-98083600	chr11	98082001	98082600	10	-2.1865604087632717	9.640364412024102	9.499528762641486	Distal Intergenic	chr11	98891706	100096179	1204474	F	uc009ywv.2	-809106	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:17991201-17993800	chr21	17992201	17992800	21	-2.87534472267291	9.697862825304435	9.484617127543805	Distal Intergenic	chr21	17962557	17962645	89	F	uc002ykf.3	29644	ENSG00000207863	MIR125B2	microRNA 125b-2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:20178601-20181000	chr4	20179601	20180000	13	-3.027002845354221	9.506407929872507	9.453706334442877	Distal Intergenic	chr4	20255235	20620788	365554	F	uc003gpr.1	-75235	ENSG00000145147	SLIT2	slit guidance ligand 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:25249601-25252200	chr21	25250601	25251200	10	-2.9436412126827527	11.846720777927208	9.445140207798106	Distal Intergenic	chr21	24733426	24757156	23731	R	uc021whw.1	-493445	ENSG00000228592	D21S2088E	D21S2088E	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:22169601-22172200	chr21	22170601	22171200	10	-3.184412384773569	10.726215742177697	9.442088255819746	Intron (uc002yky.4/387486, intron 7 of 7)	chr21	22114913	22175426	60514	R	uc002yky.4	4226	ENSG00000224924	LINC00320	long intergenic non-protein coding RNA 320	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3267001-3269400	chr16	3268001	3268400	14	-2.8738823351528566	10.937127304578855	9.438172759207948	Downstream (1-2kb)	chr16	3265562	3266546	985	F	uc010uwv.2	2439	ENSG00000203581	OR1F2P	olfactory receptor, family 1, subfamily F, member 2, pseudogene	0	1	0	0	0	0	0	1	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr6:94072801-94075400	chr6	94073801	94074400	12	-2.7445335638676416	11.058394297397163	9.348398406571942	Intron (uc003poe.3/2045, intron 14 of 16)	chr6	93949740	94129300	179561	R	uc003poe.3	54900	ENSG00000135333	EPHA7	EPH receptor A7	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:38357401-38360000	chr11	38358401	38359000	25	-2.589619294526496	12.355583558078862	9.34283349548244	Distal Intergenic	chr11	36613493	36619829	6337	R	uc001mwv.4	-1738572	ENSG00000175097	RAG2	recombination activating gene 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:62396801-62399200	chr13	62397801	62398200	12	-2.706881395680192	9.180401330170428	9.16291162419262	Distal Intergenic	chr13	61983819	62002079	18261	R	uc010thj.2	-395722	ENSG00000280165	PCDH20	protocadherin 20	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:25535001-25537600	chr21	25536001	25536600	13	-2.6030382764558735	9.489603321274783	9.109327159826682	Distal Intergenic	chr21	26212864	26430056	217193	F	uc031rvb.1	-676264	ENSG00000226983	LOC339622	uncharacterized LOC339622	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:22273001-22275600	chr21	22274001	22274600	25	-2.8130392674902938	10.61085534463854	9.105424241886025	Distal Intergenic	chr21	22370633	22912517	541885	F	uc002yld.2	-96033	ENSG00000154654	NCAM2	neural cell adhesion molecule 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:168168001-168170400	chr3	168169001	168169400	8	-3.2623742993955345	9.974692914793225	9.102921806491688	Intron (uc011bph.2/93556, intron 3 of 15)	chr3	168269642	168269737	96	F	uc021xha.1	-100242	ENSG00000207717	MIR551B	microRNA 551b	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chrX:82715201-82717600	chrX	82716201	82716600	24	-3.1921058719653925	10.77345003088515	9.055755229338448	Distal Intergenic	chrX	82763269	82764775	1507	F	uc004eeg.2	-46669	ENSG00000196767	POU3F4	POU class 3 homeobox 4	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:76658401-76660800	chr2	76659401	76659800	13	-2.7927992360879106	10.1145140469772	8.941863491860612	Distal Intergenic	chr2	75889832	75938111	48280	R	uc002sno.3	-721290	ENSG00000005436	GCFC2	GC-rich sequence DNA-binding factor 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62204601-62207200	chr11	62205601	62206200	11	-2.435993829400462	11.047526242294634	8.92695898157316	Intron (uc001ntk.2/79026, intron 1 of 5)	chr11	62186507	62190678	4172	F	uc001ntj.3	19094	ENSG00000149021	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr10:131480001-131482600	chr10	131481001	131481600	14	-3.0412755355574297	8.90223289002974	8.851219576042944	Intron (uc001lkh.2/4255, intron 2 of 4)	chr10	131641563	131641638	76	R	uc021qaw.1	160038	ENSG00000266676	MIR4297	microRNA 4297	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:98071401-98074000	chr11	98072401	98073000	11	-2.3360369556115512	9.34558568602257	8.825257386786834	Distal Intergenic	chr11	98891706	100096179	1204474	F	uc009ywv.2	-818706	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:23161401-23164000	chr21	23162401	23163000	22	-2.799633177901521	10.687277992965344	8.80816461753962	Intron (uc002yle.3/uc002yle.3, intron 4 of 4)	chr21	23095613	23109639	14027	R	uc021wht.1	-52762	ENSG00000238265	LINC00317	long intergenic non-protein coding RNA 317	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:18060601-18063200	chr21	18061601	18062200	22	-3.2225395880858003	11.829411649997304	8.75390692217099	Distal Intergenic	chr21	17962557	17962645	89	F	uc002ykf.3	99044	ENSG00000207863	MIR125B2	microRNA 125b-2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:99278801-99281400	chr11	99279801	99280400	15	-2.6702942740379685	9.269948736498865	8.748977338127691	Intron (uc009ywv.2/53942, intron 2 of 15)	chr11	99426876	100229616	802741	F	uc021qpc.1	-146476	ENSG00000149972	CNTN5	contactin 5	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:56420601-56423000	chr13	56421601	56422000	13	-2.4449619761977353	9.743184420244457	8.70319060920488	Distal Intergenic	chr13	55748589	55748683	95	F	uc031qlv.1	673012	ENSG00000264387	MIR5007	microRNA 5007	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:86097401-86100000	chr3	86098401	86099000	16	-3.1646803538427304	11.422394678950157	8.681771369056133	Intron (uc003dqj.3/253559, intron 8 of 9)	chr3	85849137	85877200	28064	R	uc031saq.1	-221201	ENSG00000241648	CADM2-AS2	CADM2 antisense RNA 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr8:13742401-13745000	chr8	13743401	13744000	16	-2.87100673262279	10.266088738272824	8.678817867579722	Distal Intergenic	chr8	13424352	13425797	1446	F	uc003wwp.3	319049	ENSG00000164743	C8orf48	chromosome 8 open reading frame 48	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:17513201-17515600	chr21	17514201	17514600	8	-3.4717087675121787	9.76383636430435	8.658348149740467	Intron (uc002ykb.2/388815, intron 2 of 7)	chr21	17566699	17982094	415396	F	uc002ykc.2	-52099	ENSG00000215386	MIR99AHG	mir-99a-let-7c cluster host gene	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr7:52274401-52276800	chr7	52275401	52275800	17	-2.5619667457432653	8.915498243501409	8.658020410159104	Distal Intergenic	chr7	53103349	53104618	1270	F	uc003tpz.3	-827549	ENSG00000221900	POM121L12	POM121 transmembrane nucleoporin-like 12	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:175608201-175610800	chr3	175609201	175609800	23	-2.294339386270524	11.521957159736584	8.642194022660355	Distal Intergenic	chr3	175087329	175087410	82	F	uc021xhq.1	521872	ENSG00000264974	MIR4789	microRNA 4789	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:58958401-58960800	chr13	58959401	58959800	19	-2.798777596442193	11.46601808145585	8.627020505141607	Distal Intergenic	chr13	58240787	58303065	62279	F	uc001vhr.1	718614	ENSG00000118946	PCDH17	protocadherin 17	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:77442801-77445200	chr2	77443801	77444200	14	-2.9779525544882652	10.3722000776621	8.61909348913345	Intron (uc002snq.3/80059, intron 1 of 3)	chr2	76974850	77749502	774653	R	uc002snq.3	305302	ENSG00000176204	LRRTM4	leucine rich repeat transmembrane neuronal 4	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:20287401-20290400	chr19	20288401	20289400	18	-2.364799665860809	11.498707347761203	8.601736874231444	Intron (uc002nou.3/90649, intron 1 of 3)	chr19	20278023	20311299	33277	F	uc002nou.3	10378	ENSG00000256229	ZNF486	zinc finger protein 486	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:64086401-64089000	chr4	64087401	64088000	11	-3.1984648011452173	8.997805324554493	8.595998392910479	Distal Intergenic	chr4	65144177	65147277	3101	R	uc010ihi.3	1059277	ENSG00000205678	TECRL	trans-2,3-enoyl-CoA reductase-like	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr7:106608201-106610800	chr7	106609201	106609800	14	-2.3132620820316174	8.618236768060745	8.57757119065571	Distal Intergenic	chr7	106685178	106802256	117079	F	uc003vdx.3	-75378	ENSG00000005249	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:53640001-53642400	chr19	53641001	53641400	8	-2.779192762959557	9.464845320338197	8.53751864217439	Distal Intergenic	chr19	53611132	53636173	25042	R	uc002qaw.3	-4828	ENSG00000170954	ZNF415	zinc finger protein 415	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:84921601-84924000	chr3	84922601	84923000	10	-3.127776212232625	8.557499831385345	8.525437247651082	Distal Intergenic	chr3	84687556	84918726	231171	R	uc003dqi.3	-3875	ENSG00000242641	LINC00971	long intergenic non-protein coding RNA 971	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:32715801-32718600	chr22	32716801	32717600	24	-2.4111999130064348	11.198701236350786	8.481873960999163	Distal Intergenic	chr22	32750872	32757148	6277	F	uc010gwn.3	-33272	ENSG00000128276	RFPL3	ret finger protein-like 3	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:20597601-20600000	chr4	20598601	20599000	10	-2.3543024258089806	9.41926812070687	8.464342649986492	Intron (uc003gpr.1/9353, intron 32 of 36)	chr4	20529898	20530007	110	F	uc011bxl.2	68703	ENSG00000207732	MIR218-1	microRNA 218-1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:167544201-167546800	chr3	167545201	167545800	11	-2.8221523855455186	11.210781068773944	8.436993405723655	Downstream (1-2kb)	chr3	167613736	167641797	28062	F	uc003ffc.3	-67936	ENSG00000244227	LINC01330	long intergenic non-protein coding RNA 1330	0	1	0	0	0	0	0	1	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr5:165173401-165176000	chr5	165174401	165175000	19	-2.796119444912225	8.842308066093874	8.418152246133701	Distal Intergenic	chr5	166711843	167420187	708345	F	uc021yhi.1	-1536843	ENSG00000145934	TENM2	teneurin transmembrane protein 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:39581201-39583400	chr19	39582201	39582400	2	-2.3299509935083793	8.351036697940255	8.351036697940255	Intron (uc002oki.3/390928, intron 2 of 12)	chr19	39575732	39602128	26397	F	uc010egl.3	6469	ENSG00000183760	PAPL	iron/zinc purple acid phosphatase-like protein	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:79066401-79069000	chr2	79067401	79068000	19	-1.97459633641481	8.346294144980243	8.328991231176829	Distal Intergenic	chr2	79252812	79255630	2819	F	uc002snw.4	-184812	ENSG00000143954	REG3G	regenerating islet-derived 3 gamma	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:20847201-20849800	chr19	20848201	20848800	26	-2.552308133999148	9.697862825304435	8.32630522204516	Distal Intergenic	chr19	20802745	20844402	41658	R	uc002npb.1	-3799	ENSG00000188171	ZNF626	zinc finger protein 626	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3417801-3420800	chr16	3418801	3419800	24	-3.5125290506398317	15.850527725883687	8.318456543258787	Distal Intergenic	chr16	3421053	3422283	1231	R	uc021tce.1	2483	ENSG00000232196	MTRNR2L4	MT-RNR2-like 4	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:82212801-82215400	chr11	82213801	82214400	23	-2.3374326931514227	8.87704157952506	8.281125310582178	Distal Intergenic	chr11	82443046	82444906	1861	R	uc001ozp.3	230506	ENSG00000182103	FAM181B	family with sequence similarity 181, member B	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:98727601-98730000	chr11	98728601	98729000	17	-2.2636913914954615	8.721272077403524	8.28065608355396	Distal Intergenic	chr11	98891706	100096179	1204474	F	uc009ywv.2	-162706	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
